function, start time, duration, instructions count, DTCM LD, DTCM ST, Vec LD count, Vec ST count, Sc LD count, Sc ST count, I Fetch Count, IO Read, IO Write
th_cmplx_conj_f32, 218654.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 218692.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 218689.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 218779.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 218778.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 218816.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 218813.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
_arm_radix4_butterfly_inverse_f32_mve, 219868.000000, 785.000000, 726, 0, 0, 0, 0, 187, 114, 685, 0, 0
_arm_radix4_butterfly_inverse_f32_mve, 220658.000000, 785.000000, 726, 0, 0, 0, 0, 187, 114, 685, 0, 0
arm_cfft_f32, 219472.000000, 2280.000000, 553, 0, 0, 0, 0, 191, 123, 535, 0, 0
th_cfft_f32, 219471.000000, 2281.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_mult_f32, 222036.000000, 104.000000, 72, 0, 0, 0, 0, 33, 17, 70, 0, 0
th_multiply_f32, 222035.000000, 105.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_add_f32, 222148.000000, 104.000000, 72, 0, 0, 0, 0, 33, 17, 70, 0, 0
th_add_f32, 222147.000000, 105.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_float_to_q15, 222258.000000, 97.000000, 81, 0, 0, 0, 0, 17, 9, 80, 0, 0
th_f32_to_int16, 222257.000000, 98.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_mult_f32, 222364.000000, 104.000000, 72, 0, 0, 0, 0, 33, 17, 70, 0, 0
th_multiply_f32, 222363.000000, 105.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_q15_to_float, 222616.000000, 71.000000, 55, 0, 0, 0, 0, 17, 17, 53, 0, 0
th_int16_to_f32, 222615.000000, 72.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cfft_f32, 223031.000000, 2189.000000, 1901, 0, 0, 0, 0, 562, 347, 1815, 0, 0
th_cfft_f32, 223030.000000, 2190.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_q15_to_float, 225363.000000, 71.000000, 55, 0, 0, 0, 0, 17, 17, 53, 0, 0
th_int16_to_f32, 225362.000000, 72.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cfft_f32, 225777.000000, 2189.000000, 1901, 0, 0, 0, 0, 562, 347, 1815, 0, 0
th_cfft_f32, 225776.000000, 2190.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_conj_f32, 227972.000000, 170.000000, 105, 0, 0, 0, 0, 34, 33, 103, 0, 0
th_cmplx_conj_f32, 227971.000000, 171.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mult_cmplx_f32, 228150.000000, 241.000000, 191, 0, 0, 0, 0, 66, 34, 189, 0, 0
th_cmplx_mult_cmplx_f32, 228149.000000, 242.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mag_f32, 228398.000000, 421.000000, 387, 0, 0, 0, 0, 50, 19, 385, 0, 0
th_cmplx_mag_f32, 228397.000000, 422.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mult_cmplx_f32, 229576.000000, 241.000000, 191, 0, 0, 0, 0, 66, 34, 189, 0, 0
th_cmplx_mult_cmplx_f32, 229575.000000, 242.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mult_cmplx_f32, 229956.000000, 240.000000, 190, 0, 0, 0, 0, 66, 34, 188, 0, 0
th_cmplx_mult_cmplx_f32, 229955.000000, 241.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mult_cmplx_f32, 230335.000000, 240.000000, 190, 0, 0, 0, 0, 66, 34, 188, 0, 0
th_cmplx_mult_cmplx_f32, 230334.000000, 241.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mult_cmplx_f32, 230714.000000, 240.000000, 190, 0, 0, 0, 0, 66, 34, 188, 0, 0
th_cmplx_mult_cmplx_f32, 230713.000000, 241.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mult_cmplx_f32, 231093.000000, 240.000000, 190, 0, 0, 0, 0, 66, 34, 188, 0, 0
th_cmplx_mult_cmplx_f32, 231092.000000, 241.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mult_cmplx_f32, 231472.000000, 240.000000, 190, 0, 0, 0, 0, 66, 34, 188, 0, 0
th_cmplx_mult_cmplx_f32, 231471.000000, 241.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mult_cmplx_f32, 231851.000000, 240.000000, 190, 0, 0, 0, 0, 66, 34, 188, 0, 0
th_cmplx_mult_cmplx_f32, 231850.000000, 241.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mult_cmplx_f32, 232230.000000, 240.000000, 190, 0, 0, 0, 0, 66, 34, 188, 0, 0
th_cmplx_mult_cmplx_f32, 232229.000000, 241.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mult_cmplx_f32, 232609.000000, 240.000000, 190, 0, 0, 0, 0, 66, 34, 188, 0, 0
th_cmplx_mult_cmplx_f32, 232608.000000, 241.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mult_cmplx_f32, 232988.000000, 240.000000, 190, 0, 0, 0, 0, 66, 34, 188, 0, 0
th_cmplx_mult_cmplx_f32, 232987.000000, 241.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mult_cmplx_f32, 233367.000000, 240.000000, 190, 0, 0, 0, 0, 66, 34, 188, 0, 0
th_cmplx_mult_cmplx_f32, 233366.000000, 241.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mult_cmplx_f32, 233746.000000, 240.000000, 190, 0, 0, 0, 0, 66, 34, 188, 0, 0
th_cmplx_mult_cmplx_f32, 233745.000000, 241.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mult_cmplx_f32, 234125.000000, 240.000000, 190, 0, 0, 0, 0, 66, 34, 188, 0, 0
th_cmplx_mult_cmplx_f32, 234124.000000, 241.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mult_cmplx_f32, 234504.000000, 240.000000, 190, 0, 0, 0, 0, 66, 34, 188, 0, 0
th_cmplx_mult_cmplx_f32, 234503.000000, 241.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mult_cmplx_f32, 234883.000000, 240.000000, 190, 0, 0, 0, 0, 66, 34, 188, 0, 0
th_cmplx_mult_cmplx_f32, 234882.000000, 241.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mult_cmplx_f32, 235262.000000, 240.000000, 190, 0, 0, 0, 0, 66, 34, 188, 0, 0
th_cmplx_mult_cmplx_f32, 235261.000000, 241.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_absmax_f32, 235643.000000, 53.000000, 47, 0, 0, 0, 0, 6, 3, 45, 0, 0
th_absmax_f32, 235642.000000, 54.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mult_cmplx_f32, 235704.000000, 465.000000, 367, 0, 0, 0, 0, 130, 66, 365, 0, 0
th_cmplx_mult_cmplx_f32, 235703.000000, 466.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_add_f32, 236178.000000, 392.000000, 264, 0, 0, 0, 0, 129, 65, 262, 0, 0
th_add_f32, 236177.000000, 393.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_sub_f32, 236577.000000, 456.000000, 264, 0, 0, 0, 0, 129, 65, 262, 0, 0
th_subtract_f32, 236576.000000, 457.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_conj_f32, 237993.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 237992.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 238030.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 238027.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 238117.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 238116.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 238154.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 238151.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 238241.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 238240.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 238278.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 238275.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 238365.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 238364.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 238402.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 238399.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 238489.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 238488.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 238526.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 238523.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 238613.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 238612.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 238650.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 238647.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 238737.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 238736.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 238774.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 238771.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 238861.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 238860.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 238898.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 238895.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 238985.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 238984.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 239022.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 239019.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 239109.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 239108.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 239146.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 239143.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 239233.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 239232.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 239270.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 239267.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 239357.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 239356.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 239394.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 239391.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 239481.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 239480.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 239518.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 239515.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 239605.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 239604.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 239642.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 239639.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 239729.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 239728.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 239766.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 239763.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 239853.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 239852.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 239890.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 239887.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 239977.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 239976.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 240014.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 240011.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 240101.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 240100.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 240138.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 240135.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 240225.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 240224.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 240262.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 240259.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 240349.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 240348.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 240386.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 240383.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 240473.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 240472.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 240510.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 240507.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 240597.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 240596.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 240634.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 240631.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 240721.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 240720.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 240758.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 240755.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 240845.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 240844.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 240882.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 240879.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 240969.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 240968.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 241006.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 241003.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 241093.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 241092.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 241130.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 241127.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 241217.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 241216.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 241254.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 241251.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 241341.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 241340.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 241378.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 241375.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 241465.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 241464.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 241502.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 241499.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 241589.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 241588.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 241626.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 241623.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 241713.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 241712.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 241750.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 241747.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 241837.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 241836.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 241874.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 241871.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 241961.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 241960.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 241998.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 241995.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 242085.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 242084.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 242122.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 242119.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 242209.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 242208.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 242246.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 242243.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 242333.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 242332.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 242370.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 242367.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 242457.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 242456.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 242494.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 242491.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 242581.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 242580.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 242618.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 242615.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 242705.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 242704.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 242742.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 242739.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 242829.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 242828.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 242866.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 242863.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 242953.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 242952.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 242990.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 242987.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 243077.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 243076.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 243114.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
