function, start time, duration, instructions count, DTCM LD, DTCM ST, Vec LD count, Vec ST count, Sc LD count, Sc ST count, I Fetch Count, IO Read, IO Write
th_cmplx_dot_prod_f32, 186703.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 186793.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 186792.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 186830.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 186827.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 186917.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 186916.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 186954.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 186951.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 187041.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 187040.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 187078.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 187075.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 187165.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 187164.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 187202.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 187199.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 187289.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 187288.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 187326.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 187323.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 187413.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 187412.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 187450.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 187447.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 187537.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 187536.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 187574.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 187571.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 187661.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 187660.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 187698.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 187695.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 187785.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 187784.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 187822.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 187819.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 187909.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 187908.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 187946.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 187943.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 188033.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 188032.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 188070.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 188067.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 188157.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 188156.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 188194.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 188191.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 188281.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 188280.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 188318.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 188315.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 188405.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 188404.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 188442.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 188439.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 188529.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 188528.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 188566.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 188563.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 188653.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 188652.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 188690.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 188687.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 188777.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 188776.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 188814.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 188811.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 188901.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 188900.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 188938.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 188935.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 189025.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 189024.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 189062.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 189059.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 189149.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 189148.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 189186.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 189183.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 189273.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 189272.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 189310.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 189307.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 189397.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 189396.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 189434.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 189431.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 189521.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 189520.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 189558.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 189555.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 189645.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 189644.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 189682.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 189679.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 189769.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 189768.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 189806.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 189803.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 189893.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 189892.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 189930.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 189927.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 190017.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 190016.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 190054.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 190051.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 190141.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 190140.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 190178.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 190175.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 190265.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 190264.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 190302.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 190299.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 190389.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 190388.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 190426.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 190423.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 190513.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 190512.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 190550.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 190547.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 190637.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 190636.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 190674.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 190671.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 190761.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 190760.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 190798.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 190795.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 190885.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 190884.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 190922.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 190919.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 191009.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 191008.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 191046.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 191043.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 191133.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 191132.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 191170.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 191167.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 191257.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 191256.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 191294.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 191291.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 191381.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 191380.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 191418.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 191415.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 191505.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 191504.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 191542.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 191539.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 191629.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 191628.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 191666.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 191663.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
_arm_radix4_butterfly_inverse_f32_mve, 192718.000000, 785.000000, 726, 0, 0, 0, 0, 187, 114, 685, 0, 0
_arm_radix4_butterfly_inverse_f32_mve, 193508.000000, 785.000000, 726, 0, 0, 0, 0, 187, 114, 685, 0, 0
arm_cfft_f32, 192322.000000, 2280.000000, 553, 0, 0, 0, 0, 191, 123, 535, 0, 0
th_cfft_f32, 192321.000000, 2281.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_mult_f32, 194886.000000, 104.000000, 72, 0, 0, 0, 0, 33, 17, 70, 0, 0
th_multiply_f32, 194885.000000, 105.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_add_f32, 194998.000000, 104.000000, 72, 0, 0, 0, 0, 33, 17, 70, 0, 0
th_add_f32, 194997.000000, 105.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_float_to_q15, 195108.000000, 97.000000, 81, 0, 0, 0, 0, 17, 9, 80, 0, 0
th_f32_to_int16, 195107.000000, 98.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_mult_f32, 195214.000000, 104.000000, 72, 0, 0, 0, 0, 33, 17, 70, 0, 0
th_multiply_f32, 195213.000000, 105.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_q15_to_float, 195466.000000, 71.000000, 55, 0, 0, 0, 0, 17, 17, 53, 0, 0
th_int16_to_f32, 195465.000000, 72.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cfft_f32, 195881.000000, 2189.000000, 1901, 0, 0, 0, 0, 562, 347, 1815, 0, 0
th_cfft_f32, 195880.000000, 2190.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_q15_to_float, 198213.000000, 71.000000, 55, 0, 0, 0, 0, 17, 17, 53, 0, 0
th_int16_to_f32, 198212.000000, 72.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cfft_f32, 198627.000000, 2189.000000, 1901, 0, 0, 0, 0, 562, 347, 1815, 0, 0
th_cfft_f32, 198626.000000, 2190.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_conj_f32, 200822.000000, 170.000000, 105, 0, 0, 0, 0, 34, 33, 103, 0, 0
th_cmplx_conj_f32, 200821.000000, 171.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mult_cmplx_f32, 201000.000000, 241.000000, 191, 0, 0, 0, 0, 66, 34, 189, 0, 0
th_cmplx_mult_cmplx_f32, 200999.000000, 242.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mag_f32, 201248.000000, 421.000000, 387, 0, 0, 0, 0, 50, 19, 385, 0, 0
th_cmplx_mag_f32, 201247.000000, 422.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mult_cmplx_f32, 202426.000000, 241.000000, 191, 0, 0, 0, 0, 66, 34, 189, 0, 0
th_cmplx_mult_cmplx_f32, 202425.000000, 242.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mult_cmplx_f32, 202806.000000, 240.000000, 190, 0, 0, 0, 0, 66, 34, 188, 0, 0
th_cmplx_mult_cmplx_f32, 202805.000000, 241.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mult_cmplx_f32, 203185.000000, 240.000000, 190, 0, 0, 0, 0, 66, 34, 188, 0, 0
th_cmplx_mult_cmplx_f32, 203184.000000, 241.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mult_cmplx_f32, 203564.000000, 240.000000, 190, 0, 0, 0, 0, 66, 34, 188, 0, 0
th_cmplx_mult_cmplx_f32, 203563.000000, 241.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mult_cmplx_f32, 203943.000000, 240.000000, 190, 0, 0, 0, 0, 66, 34, 188, 0, 0
th_cmplx_mult_cmplx_f32, 203942.000000, 241.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mult_cmplx_f32, 204322.000000, 240.000000, 190, 0, 0, 0, 0, 66, 34, 188, 0, 0
th_cmplx_mult_cmplx_f32, 204321.000000, 241.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mult_cmplx_f32, 204701.000000, 240.000000, 190, 0, 0, 0, 0, 66, 34, 188, 0, 0
th_cmplx_mult_cmplx_f32, 204700.000000, 241.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mult_cmplx_f32, 205080.000000, 240.000000, 190, 0, 0, 0, 0, 66, 34, 188, 0, 0
th_cmplx_mult_cmplx_f32, 205079.000000, 241.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mult_cmplx_f32, 205459.000000, 240.000000, 190, 0, 0, 0, 0, 66, 34, 188, 0, 0
th_cmplx_mult_cmplx_f32, 205458.000000, 241.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mult_cmplx_f32, 205838.000000, 240.000000, 190, 0, 0, 0, 0, 66, 34, 188, 0, 0
th_cmplx_mult_cmplx_f32, 205837.000000, 241.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mult_cmplx_f32, 206217.000000, 240.000000, 190, 0, 0, 0, 0, 66, 34, 188, 0, 0
th_cmplx_mult_cmplx_f32, 206216.000000, 241.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mult_cmplx_f32, 206596.000000, 240.000000, 190, 0, 0, 0, 0, 66, 34, 188, 0, 0
th_cmplx_mult_cmplx_f32, 206595.000000, 241.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mult_cmplx_f32, 206975.000000, 240.000000, 190, 0, 0, 0, 0, 66, 34, 188, 0, 0
th_cmplx_mult_cmplx_f32, 206974.000000, 241.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mult_cmplx_f32, 207354.000000, 240.000000, 190, 0, 0, 0, 0, 66, 34, 188, 0, 0
th_cmplx_mult_cmplx_f32, 207353.000000, 241.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mult_cmplx_f32, 207733.000000, 240.000000, 190, 0, 0, 0, 0, 66, 34, 188, 0, 0
th_cmplx_mult_cmplx_f32, 207732.000000, 241.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mult_cmplx_f32, 208112.000000, 240.000000, 190, 0, 0, 0, 0, 66, 34, 188, 0, 0
th_cmplx_mult_cmplx_f32, 208111.000000, 241.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_absmax_f32, 208493.000000, 53.000000, 47, 0, 0, 0, 0, 6, 3, 45, 0, 0
th_absmax_f32, 208492.000000, 54.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_mult_cmplx_f32, 208554.000000, 465.000000, 367, 0, 0, 0, 0, 130, 66, 365, 0, 0
th_cmplx_mult_cmplx_f32, 208553.000000, 466.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_add_f32, 209028.000000, 392.000000, 264, 0, 0, 0, 0, 129, 65, 262, 0, 0
th_add_f32, 209027.000000, 393.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_sub_f32, 209427.000000, 456.000000, 264, 0, 0, 0, 0, 129, 65, 262, 0, 0
th_subtract_f32, 209426.000000, 457.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_conj_f32, 210843.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 210842.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 210880.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 210877.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 210967.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 210966.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 211004.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 211001.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 211091.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 211090.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 211128.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 211125.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 211215.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
